userId	geneSymbol	geneName	entrezgene	score	gLink
BUB1	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699	-0.3688341	https://www.ncbi.nlm.nih.gov/gene/?term=699
BUD13	BUD13	BUD13 homolog	84811	-2.1456437	https://www.ncbi.nlm.nih.gov/gene/?term=84811
C10orf88	C10orf88	chromosome 10 open reading frame 88	80007	-2.144761	https://www.ncbi.nlm.nih.gov/gene/?term=80007
C11orf16	C11orf16	chromosome 11 open reading frame 16	56673	-5.6244426	https://www.ncbi.nlm.nih.gov/gene/?term=56673
C11orf45	C11orf45	chromosome 11 open reading frame 45	219833	-0.44251552	https://www.ncbi.nlm.nih.gov/gene/?term=219833
C11orf68	C11orf68	chromosome 11 open reading frame 68	83638	-0.47939894	https://www.ncbi.nlm.nih.gov/gene/?term=83638
C11orf80	C11orf80	chromosome 11 open reading frame 80	79703	-2.4706903	https://www.ncbi.nlm.nih.gov/gene/?term=79703
C11orf88	C11orf88	chromosome 11 open reading frame 88	399949	-9.2336645	https://www.ncbi.nlm.nih.gov/gene/?term=399949
C11orf95	C11orf95	chromosome 11 open reading frame 95	65998	-0.23079535	https://www.ncbi.nlm.nih.gov/gene/?term=65998
C12orf10	C12orf10	chromosome 12 open reading frame 10	60314	-6.2082	https://www.ncbi.nlm.nih.gov/gene/?term=60314
C12orf4	C12orf4	chromosome 12 open reading frame 4	57102	-2.3027718	https://www.ncbi.nlm.nih.gov/gene/?term=57102
C12orf66	C12orf66	chromosome 12 open reading frame 66	144577	-2.1269672	https://www.ncbi.nlm.nih.gov/gene/?term=144577
C12orf76	C12orf76	chromosome 12 open reading frame 76	400073	-1.0790427	https://www.ncbi.nlm.nih.gov/gene/?term=400073
C14orf132	C14orf132	chromosome 14 open reading frame 132	56967	-4.551934	https://www.ncbi.nlm.nih.gov/gene/?term=56967
C14orf93	C14orf93	chromosome 14 open reading frame 93	60686	-0.6252386	https://www.ncbi.nlm.nih.gov/gene/?term=60686
C15orf39	C15orf39	chromosome 15 open reading frame 39	56905	0.081952065	https://www.ncbi.nlm.nih.gov/gene/?term=56905
C15orf41	C15orf41	chromosome 15 open reading frame 41	84529	-2.4340773000000002	https://www.ncbi.nlm.nih.gov/gene/?term=84529
C15orf62	C15orf62	chromosome 15 open reading frame 62	643338	0.034107547	https://www.ncbi.nlm.nih.gov/gene/?term=643338
C16orf45	C16orf45	chromosome 16 open reading frame 45	89927	-2.3129928	https://www.ncbi.nlm.nih.gov/gene/?term=89927
C16orf54	C16orf54	chromosome 16 open reading frame 54	283897	-0.8051146	https://www.ncbi.nlm.nih.gov/gene/?term=283897
C16orf70	C16orf70	chromosome 16 open reading frame 70	80262	-2.675421	https://www.ncbi.nlm.nih.gov/gene/?term=80262
C16orf89	C16orf89	chromosome 16 open reading frame 89	146556	-0.7386362	https://www.ncbi.nlm.nih.gov/gene/?term=146556
C17orf47	C17orf47	chromosome 17 open reading frame 47	284083	0.36291227	https://www.ncbi.nlm.nih.gov/gene/?term=284083
C17orf51	C17orf51	chromosome 17 open reading frame 51	339263	-1.0323085	https://www.ncbi.nlm.nih.gov/gene/?term=339263
C17orf80	C17orf80	chromosome 17 open reading frame 80	55028	-2.1923637	https://www.ncbi.nlm.nih.gov/gene/?term=55028
C19orf12	C19orf12	chromosome 19 open reading frame 12	83636	-4.551464	https://www.ncbi.nlm.nih.gov/gene/?term=83636
C19orf44	C19orf44	chromosome 19 open reading frame 44	84167	-0.92116	https://www.ncbi.nlm.nih.gov/gene/?term=84167
C19orf47	C19orf47	chromosome 19 open reading frame 47	126526	-1.4911518	https://www.ncbi.nlm.nih.gov/gene/?term=126526
C19orf48	C19orf48	chromosome 19 open reading frame 48	84798	-3.6516142	https://www.ncbi.nlm.nih.gov/gene/?term=84798
C19orf54	C19orf54	chromosome 19 open reading frame 54	284325	-1.6789852	https://www.ncbi.nlm.nih.gov/gene/?term=284325
C1GALT1	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	56913	-1.4072068	https://www.ncbi.nlm.nih.gov/gene/?term=56913
C1orf112	C1orf112	chromosome 1 open reading frame 112	55732	-0.295594	https://www.ncbi.nlm.nih.gov/gene/?term=55732
C1orf116	C1orf116	chromosome 1 open reading frame 116	79098	-4.8706317	https://www.ncbi.nlm.nih.gov/gene/?term=79098
C1orf159	C1orf159	chromosome 1 open reading frame 159	54991	-2.309192	https://www.ncbi.nlm.nih.gov/gene/?term=54991
C1orf162	C1orf162	chromosome 1 open reading frame 162	128346	7.870786	https://www.ncbi.nlm.nih.gov/gene/?term=128346
C1orf194	C1orf194	chromosome 1 open reading frame 194	127003	-8.394443	https://www.ncbi.nlm.nih.gov/gene/?term=127003
C1orf216	C1orf216	chromosome 1 open reading frame 216	127703	-0.28757957	https://www.ncbi.nlm.nih.gov/gene/?term=127703
C1orf226	C1orf226	chromosome 1 open reading frame 226	400793	-0.6901511	https://www.ncbi.nlm.nih.gov/gene/?term=400793
C1orf54	C1orf54	chromosome 1 open reading frame 54	79630	-1.1373643	https://www.ncbi.nlm.nih.gov/gene/?term=79630
C1orf74	C1orf74	chromosome 1 open reading frame 74	148304	-1.7349296	https://www.ncbi.nlm.nih.gov/gene/?term=148304
C1orf87	C1orf87	chromosome 1 open reading frame 87	127795	-7.5046425	https://www.ncbi.nlm.nih.gov/gene/?term=127795
C1QA	C1QA	complement C1q A chain	712	-1.4028507	https://www.ncbi.nlm.nih.gov/gene/?term=712
C1QB	C1QB	complement C1q B chain	713	-1.3397034	https://www.ncbi.nlm.nih.gov/gene/?term=713
C1QC	C1QC	complement C1q C chain	714	-1.3907936	https://www.ncbi.nlm.nih.gov/gene/?term=714
C1QTNF3	C1QTNF3	C1q and TNF related 3	114899	-0.24494514	https://www.ncbi.nlm.nih.gov/gene/?term=114899
C1QTNF6	C1QTNF6	C1q and TNF related 6	114904	0.14377555	https://www.ncbi.nlm.nih.gov/gene/?term=114904
C1QTNF7	C1QTNF7	C1q and TNF related 7	114905	0.20046014	https://www.ncbi.nlm.nih.gov/gene/?term=114905
C1R	C1R	complement C1r	715	-10.907625	https://www.ncbi.nlm.nih.gov/gene/?term=715
C1S	C1S	complement C1s	716	-12.841548	https://www.ncbi.nlm.nih.gov/gene/?term=716
C20orf194	C20orf194	chromosome 20 open reading frame 194	25943	-2.812136	https://www.ncbi.nlm.nih.gov/gene/?term=25943
C20orf85	C20orf85	chromosome 20 open reading frame 85	128602	-7.5620246	https://www.ncbi.nlm.nih.gov/gene/?term=128602
C21orf62	C21orf62	chromosome 21 open reading frame 62	56245	0.02694724	https://www.ncbi.nlm.nih.gov/gene/?term=56245
C22orf23	C22orf23	chromosome 22 open reading frame 23	84645	-4.623907	https://www.ncbi.nlm.nih.gov/gene/?term=84645
C22orf46	C22orf46	chromosome 22 open reading frame 46	79640	-0.13759747	https://www.ncbi.nlm.nih.gov/gene/?term=79640
C2CD2	C2CD2	C2 calcium dependent domain containing 2	25966	-1.3015815	https://www.ncbi.nlm.nih.gov/gene/?term=25966
C2CD3	C2CD3	C2 calcium dependent domain containing 3	26005	-3.1856961	https://www.ncbi.nlm.nih.gov/gene/?term=26005
C2orf40	C2orf40	chromosome 2 open reading frame 40	84417	-5.3017306	https://www.ncbi.nlm.nih.gov/gene/?term=84417
C2orf42	C2orf42	chromosome 2 open reading frame 42	54980	-1.8868049	https://www.ncbi.nlm.nih.gov/gene/?term=54980
C2orf88	C2orf88	chromosome 2 open reading frame 88	84281	9.839429	https://www.ncbi.nlm.nih.gov/gene/?term=84281
C3	C3	complement C3	718	-13.24459	https://www.ncbi.nlm.nih.gov/gene/?term=718
C3AR1	C3AR1	complement C3a receptor 1	719	-1.1262608	https://www.ncbi.nlm.nih.gov/gene/?term=719
C3orf18	C3orf18	chromosome 3 open reading frame 18	51161	-1.3024356	https://www.ncbi.nlm.nih.gov/gene/?term=51161
C3orf52	C3orf52	chromosome 3 open reading frame 52	79669	-3.9158196	https://www.ncbi.nlm.nih.gov/gene/?term=79669
C3orf62	C3orf62	chromosome 3 open reading frame 62	375341	-1.2717161	https://www.ncbi.nlm.nih.gov/gene/?term=375341
C3orf67	C3orf67	chromosome 3 open reading frame 67	200844	-1.5502706	https://www.ncbi.nlm.nih.gov/gene/?term=200844
C4BPA	C4BPA	complement component 4 binding protein alpha	722	-2.0865107	https://www.ncbi.nlm.nih.gov/gene/?term=722
C4orf19	C4orf19	chromosome 4 open reading frame 19	55286	-2.4475296	https://www.ncbi.nlm.nih.gov/gene/?term=55286
C4orf33	C4orf33	chromosome 4 open reading frame 33	132321	-3.9846041	https://www.ncbi.nlm.nih.gov/gene/?term=132321
C5	C5	complement C5	727	-0.6696382	https://www.ncbi.nlm.nih.gov/gene/?term=727
C5AR1	C5AR1	complement C5a receptor 1	728	-6.646089	https://www.ncbi.nlm.nih.gov/gene/?term=728
C5orf30	C5orf30	chromosome 5 open reading frame 30	90355	-2.9485946	https://www.ncbi.nlm.nih.gov/gene/?term=90355
C5orf34	C5orf34	chromosome 5 open reading frame 34	375444	-0.55930114	https://www.ncbi.nlm.nih.gov/gene/?term=375444
C5orf49	C5orf49	chromosome 5 open reading frame 49	134121	-12.99583	https://www.ncbi.nlm.nih.gov/gene/?term=134121
C5orf63	C5orf63	chromosome 5 open reading frame 63	401207	-0.877344	https://www.ncbi.nlm.nih.gov/gene/?term=401207
C6	C6	complement C6	729	-8.6540785	https://www.ncbi.nlm.nih.gov/gene/?term=729
C6orf106	C6orf106	chromosome 6 open reading frame 106	64771	-2.7822704	https://www.ncbi.nlm.nih.gov/gene/?term=64771
C6orf118	C6orf118	chromosome 6 open reading frame 118	168090	-10.267211	https://www.ncbi.nlm.nih.gov/gene/?term=168090
C6orf120	C6orf120	chromosome 6 open reading frame 120	387263	-3.2553632	https://www.ncbi.nlm.nih.gov/gene/?term=387263
C6orf15	C6orf15	chromosome 6 open reading frame 15	29113	-0.4110842	https://www.ncbi.nlm.nih.gov/gene/?term=29113
C6orf47	C6orf47	chromosome 6 open reading frame 47	57827	-1.7631723	https://www.ncbi.nlm.nih.gov/gene/?term=57827
C6orf89	C6orf89	chromosome 6 open reading frame 89	221477	-2.2922664	https://www.ncbi.nlm.nih.gov/gene/?term=221477
C6orf99	C6orf99	chromosome 6 open reading frame 99	100130967	-1.9560877	https://www.ncbi.nlm.nih.gov/gene/?term=100130967
C7	C7	complement C7	730	-0.13819535	https://www.ncbi.nlm.nih.gov/gene/?term=730
C7orf25	C7orf25	chromosome 7 open reading frame 25	79020	-2.0931585	https://www.ncbi.nlm.nih.gov/gene/?term=79020
C7orf31	C7orf31	chromosome 7 open reading frame 31	136895	0.017224595	https://www.ncbi.nlm.nih.gov/gene/?term=136895
C8orf31	C8orf31	chromosome 8 open reading frame 31 (putative)	286122	-0.50994766	https://www.ncbi.nlm.nih.gov/gene/?term=286122
C8orf37	C8orf37	chromosome 8 open reading frame 37	157657	-2.0436628	https://www.ncbi.nlm.nih.gov/gene/?term=157657
C8orf44	C8orf44	chromosome 8 open reading frame 44	56260	-0.41635123	https://www.ncbi.nlm.nih.gov/gene/?term=56260
C8orf48	C8orf48	chromosome 8 open reading frame 48	157773	-0.41195256	https://www.ncbi.nlm.nih.gov/gene/?term=157773
C9orf152	C9orf152	chromosome 9 open reading frame 152	401546	-1.0180732	https://www.ncbi.nlm.nih.gov/gene/?term=401546
C9orf24	C9orf24	chromosome 9 open reading frame 24	84688	-8.417902	https://www.ncbi.nlm.nih.gov/gene/?term=84688
C9orf43	C9orf43	chromosome 9 open reading frame 43	257169	-0.52169174	https://www.ncbi.nlm.nih.gov/gene/?term=257169
C9orf50	C9orf50	chromosome 9 open reading frame 50	375759	-0.086222626	https://www.ncbi.nlm.nih.gov/gene/?term=375759
C9orf64	C9orf64	chromosome 9 open reading frame 64	84267	-2.1898012	https://www.ncbi.nlm.nih.gov/gene/?term=84267
C9orf72	C9orf72	chromosome 9 open reading frame 72	203228	-0.0063489005	https://www.ncbi.nlm.nih.gov/gene/?term=203228
CA12	CA12	carbonic anhydrase 12	771	-1.9804299	https://www.ncbi.nlm.nih.gov/gene/?term=771
CA14	CA14	carbonic anhydrase 14	23632	-0.4204225	https://www.ncbi.nlm.nih.gov/gene/?term=23632
CA2	CA2	carbonic anhydrase 2	760	-9.752538	https://www.ncbi.nlm.nih.gov/gene/?term=760
CA3	CA3	carbonic anhydrase 3	761	-0.20450293	https://www.ncbi.nlm.nih.gov/gene/?term=761
CA4	CA4	carbonic anhydrase 4	762	-0.10169629	https://www.ncbi.nlm.nih.gov/gene/?term=762
CA5B	CA5B	carbonic anhydrase 5B	11238	-0.41005927	https://www.ncbi.nlm.nih.gov/gene/?term=11238
CA9	CA9	carbonic anhydrase 9	768	-0.76222396	https://www.ncbi.nlm.nih.gov/gene/?term=768
CAB39	CAB39	calcium binding protein 39	51719	-6.360801	https://www.ncbi.nlm.nih.gov/gene/?term=51719
CAB39L	CAB39L	calcium binding protein 39 like	81617	-4.5575995	https://www.ncbi.nlm.nih.gov/gene/?term=81617
CABIN1	CABIN1	calcineurin binding protein 1	23523	-4.6095867	https://www.ncbi.nlm.nih.gov/gene/?term=23523
CABLES1	CABLES1	Cdk5 and Abl enzyme substrate 1	91768	-1.2210673	https://www.ncbi.nlm.nih.gov/gene/?term=91768
CABLES2	CABLES2	Cdk5 and Abl enzyme substrate 2	81928	-0.62004274	https://www.ncbi.nlm.nih.gov/gene/?term=81928
CABYR	CABYR	calcium binding tyrosine phosphorylation regulated	26256	-3.1488981	https://www.ncbi.nlm.nih.gov/gene/?term=26256
CACFD1	CACFD1	calcium channel flower domain containing 1	11094	-2.2870846	https://www.ncbi.nlm.nih.gov/gene/?term=11094
CACHD1	CACHD1	cache domain containing 1	57685	-1.5051165	https://www.ncbi.nlm.nih.gov/gene/?term=57685
CACNA1B	CACNA1B	calcium voltage-gated channel subunit alpha1 B	774	-0.016640952	https://www.ncbi.nlm.nih.gov/gene/?term=774
CACNA1E	CACNA1E	calcium voltage-gated channel subunit alpha1 E	777	-0.10317675	https://www.ncbi.nlm.nih.gov/gene/?term=777
CACNA2D4	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4	93589	-0.36060616	https://www.ncbi.nlm.nih.gov/gene/?term=93589
CACNB2	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	783	-1.2261919	https://www.ncbi.nlm.nih.gov/gene/?term=783
CACNB3	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784	-3.2802749	https://www.ncbi.nlm.nih.gov/gene/?term=784
CAD	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790	-2.899113	https://www.ncbi.nlm.nih.gov/gene/?term=790
CADM2	CADM2	cell adhesion molecule 2	253559	2.2300441	https://www.ncbi.nlm.nih.gov/gene/?term=253559
CADPS2	CADPS2	calcium dependent secretion activator 2	93664	-0.91657627	https://www.ncbi.nlm.nih.gov/gene/?term=93664
CALB1	CALB1	calbindin 1	793	-0.2735579	https://www.ncbi.nlm.nih.gov/gene/?term=793
CALCOCO1	CALCOCO1	calcium binding and coiled-coil domain 1	57658	-4.9597154	https://www.ncbi.nlm.nih.gov/gene/?term=57658
CALCRL	CALCRL	calcitonin receptor like receptor	10203	0.41885662	https://www.ncbi.nlm.nih.gov/gene/?term=10203
CALHM2	CALHM2	calcium homeostasis modulator family member 2	51063	2.5530267	https://www.ncbi.nlm.nih.gov/gene/?term=51063
CAMK2B	CAMK2B	calcium/calmodulin dependent protein kinase II beta	816	-0.19244571	https://www.ncbi.nlm.nih.gov/gene/?term=816
CAMK2G	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	818	-3.045152	https://www.ncbi.nlm.nih.gov/gene/?term=818
CAMKK1	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	84254	-0.4032406	https://www.ncbi.nlm.nih.gov/gene/?term=84254
CAMKK2	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	10645	-2.5977538	https://www.ncbi.nlm.nih.gov/gene/?term=10645
CAMSAP1	CAMSAP1	calmodulin regulated spectrin associated protein 1	157922	-2.1765482	https://www.ncbi.nlm.nih.gov/gene/?term=157922
CAMSAP3	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662	0.13112046	https://www.ncbi.nlm.nih.gov/gene/?term=57662
CAPN10	CAPN10	calpain 10	11132	-0.3088185	https://www.ncbi.nlm.nih.gov/gene/?term=11132
CAPN13	CAPN13	calpain 13	92291	-2.025399	https://www.ncbi.nlm.nih.gov/gene/?term=92291
CAPN3	CAPN3	calpain 3	825	-0.6680296	https://www.ncbi.nlm.nih.gov/gene/?term=825
CAPN6	CAPN6	calpain 6	827	0.3009464	https://www.ncbi.nlm.nih.gov/gene/?term=827
CAPN9	CAPN9	calpain 9	10753	-0.08247877	https://www.ncbi.nlm.nih.gov/gene/?term=10753
CAPNS1	CAPNS1	calpain small subunit 1	826	-3.9026947	https://www.ncbi.nlm.nih.gov/gene/?term=826
CAPRIN2	CAPRIN2	caprin family member 2	65981	-2.9505022	https://www.ncbi.nlm.nih.gov/gene/?term=65981
CAPS	CAPS	calcyphosine	828	-12.687097	https://www.ncbi.nlm.nih.gov/gene/?term=828
CAPSL	CAPSL	calcyphosine like	133690	-10.212335	https://www.ncbi.nlm.nih.gov/gene/?term=133690
CARD10	CARD10	caspase recruitment domain family member 10	29775	-0.95733166	https://www.ncbi.nlm.nih.gov/gene/?term=29775
CARD11	CARD11	caspase recruitment domain family member 11	84433	-1.5502847	https://www.ncbi.nlm.nih.gov/gene/?term=84433
CARD8	CARD8	caspase recruitment domain family member 8	22900	-0.6497801	https://www.ncbi.nlm.nih.gov/gene/?term=22900
CARD9	CARD9	caspase recruitment domain family member 9	64170	-2.1787121	https://www.ncbi.nlm.nih.gov/gene/?term=64170
CARNS1	CARNS1	carnosine synthase 1	57571	-0.7438748	https://www.ncbi.nlm.nih.gov/gene/?term=57571
CARS2	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial	79587	-2.6689582	https://www.ncbi.nlm.nih.gov/gene/?term=79587
CASC1	CASC1	cancer susceptibility 1	55259	-7.806842	https://www.ncbi.nlm.nih.gov/gene/?term=55259
CASC2	CASC2	cancer susceptibility 2	255082	-4.814161	https://www.ncbi.nlm.nih.gov/gene/?term=255082
CASD1	CASD1	CAS1 domain containing 1	64921	-1.4372146	https://www.ncbi.nlm.nih.gov/gene/?term=64921
CASK	CASK	calcium/calmodulin dependent serine protein kinase	8573	-1.7676136	https://www.ncbi.nlm.nih.gov/gene/?term=8573
CASP1	CASP1	caspase 1	834	-3.582773	https://www.ncbi.nlm.nih.gov/gene/?term=834
CASP10	CASP10	caspase 10	843	-4.166032	https://www.ncbi.nlm.nih.gov/gene/?term=843
CASP8AP2	CASP8AP2	caspase 8 associated protein 2	9994	-0.34839237	https://www.ncbi.nlm.nih.gov/gene/?term=9994
CASP9	CASP9	caspase 9	842	-4.3354163	https://www.ncbi.nlm.nih.gov/gene/?term=842
CASQ2	CASQ2	calsequestrin 2	845	-0.04765946	https://www.ncbi.nlm.nih.gov/gene/?term=845
CASS4	CASS4	Cas scaffold protein family member 4	57091	-0.41481382	https://www.ncbi.nlm.nih.gov/gene/?term=57091
CATSPER2	CATSPER2	cation channel sperm associated 2	117155	-0.8607173	https://www.ncbi.nlm.nih.gov/gene/?term=117155
CATSPER3	CATSPER3	cation channel sperm associated 3	347732	-0.13981816	https://www.ncbi.nlm.nih.gov/gene/?term=347732
CAV1	CAV1	caveolin 1	857	0.70646465	https://www.ncbi.nlm.nih.gov/gene/?term=857
CBFA2T2	CBFA2T2	CBFA2/RUNX1 translocation partner 2	9139	-1.5838656	https://www.ncbi.nlm.nih.gov/gene/?term=9139
CBR3	CBR3	carbonyl reductase 3	874	-4.6442633	https://www.ncbi.nlm.nih.gov/gene/?term=874
CBR3-AS1	CBR3-AS1	CBR3 antisense RNA 1	100506428	-1.96228	https://www.ncbi.nlm.nih.gov/gene/?term=100506428
CC2D1A	CC2D1A	coiled-coil and C2 domain containing 1A	54862	-2.8699734	https://www.ncbi.nlm.nih.gov/gene/?term=54862
CC2D1B	CC2D1B	coiled-coil and C2 domain containing 1B	200014	-1.4642614	https://www.ncbi.nlm.nih.gov/gene/?term=200014
CC2D2A	CC2D2A	coiled-coil and C2 domain containing 2A	57545	-8.715261	https://www.ncbi.nlm.nih.gov/gene/?term=57545
CCBE1	CCBE1	collagen and calcium binding EGF domains 1	147372	-3.6573083	https://www.ncbi.nlm.nih.gov/gene/?term=147372
CCDC102A	CCDC102A	coiled-coil domain containing 102A	92922	-0.81798327	https://www.ncbi.nlm.nih.gov/gene/?term=92922
CCDC102B	CCDC102B	coiled-coil domain containing 102B	79839	-0.772274	https://www.ncbi.nlm.nih.gov/gene/?term=79839
CCDC113	CCDC113	coiled-coil domain containing 113	29070	-8.922198	https://www.ncbi.nlm.nih.gov/gene/?term=29070
CCDC114	CCDC114	coiled-coil domain containing 114	93233	-7.467531	https://www.ncbi.nlm.nih.gov/gene/?term=93233
CCDC117	CCDC117	coiled-coil domain containing 117	150275	-3.8390064	https://www.ncbi.nlm.nih.gov/gene/?term=150275
CCDC126	CCDC126	coiled-coil domain containing 126	90693	-3.8497398	https://www.ncbi.nlm.nih.gov/gene/?term=90693
CCDC134	CCDC134	coiled-coil domain containing 134	79879	-1.4259973	https://www.ncbi.nlm.nih.gov/gene/?term=79879
CCDC136	CCDC136	coiled-coil domain containing 136	64753	-0.12528402	https://www.ncbi.nlm.nih.gov/gene/?term=64753
CCDC137	CCDC137	coiled-coil domain containing 137	339230	-1.724182	https://www.ncbi.nlm.nih.gov/gene/?term=339230
CCDC14	CCDC14	coiled-coil domain containing 14	64770	-0.82239616	https://www.ncbi.nlm.nih.gov/gene/?term=64770
CCDC142	CCDC142	coiled-coil domain containing 142	84865	-0.9141136	https://www.ncbi.nlm.nih.gov/gene/?term=84865
CCDC146	CCDC146	coiled-coil domain containing 146	57639	-11.282224	https://www.ncbi.nlm.nih.gov/gene/?term=57639
CCDC148	CCDC148	coiled-coil domain containing 148	130940	-1.7271003	https://www.ncbi.nlm.nih.gov/gene/?term=130940
CCDC149	CCDC149	coiled-coil domain containing 149	91050	-0.65024984	https://www.ncbi.nlm.nih.gov/gene/?term=91050
CCDC151	CCDC151	coiled-coil domain containing 151	115948	-1.4744539	https://www.ncbi.nlm.nih.gov/gene/?term=115948
CCDC154	CCDC154	coiled-coil domain containing 154	645811	-0.2446462	https://www.ncbi.nlm.nih.gov/gene/?term=645811
CCDC159	CCDC159	coiled-coil domain containing 159	126075	-2.7104967	https://www.ncbi.nlm.nih.gov/gene/?term=126075
CCDC17	CCDC17	coiled-coil domain containing 17	149483	-9.634315	https://www.ncbi.nlm.nih.gov/gene/?term=149483
CCDC171	CCDC171	coiled-coil domain containing 171	203238	-1.1013064	https://www.ncbi.nlm.nih.gov/gene/?term=203238
CCDC175	CCDC175	coiled-coil domain containing 175	729665	-0.796545	https://www.ncbi.nlm.nih.gov/gene/?term=729665
CCDC22	CCDC22	coiled-coil domain containing 22	28952	-2.286501	https://www.ncbi.nlm.nih.gov/gene/?term=28952
CCDC3	CCDC3	coiled-coil domain containing 3	83643	-0.42937642	https://www.ncbi.nlm.nih.gov/gene/?term=83643
CCDC30	CCDC30	coiled-coil domain containing 30	728621	-4.3793035	https://www.ncbi.nlm.nih.gov/gene/?term=728621
CCDC51	CCDC51	coiled-coil domain containing 51	79714	-1.8973533	https://www.ncbi.nlm.nih.gov/gene/?term=79714
CCDC60	CCDC60	coiled-coil domain containing 60	160777	-4.1369634	https://www.ncbi.nlm.nih.gov/gene/?term=160777
CCDC65	CCDC65	coiled-coil domain containing 65	85478	-9.114687	https://www.ncbi.nlm.nih.gov/gene/?term=85478
CCDC69	CCDC69	coiled-coil domain containing 69	26112	-3.921713	https://www.ncbi.nlm.nih.gov/gene/?term=26112
CCDC77	CCDC77	coiled-coil domain containing 77	84318	-0.9778588	https://www.ncbi.nlm.nih.gov/gene/?term=84318
CCDC78	CCDC78	coiled-coil domain containing 78	124093	-8.97222	https://www.ncbi.nlm.nih.gov/gene/?term=124093
CCDC80	CCDC80	coiled-coil domain containing 80	151887	-6.0782466	https://www.ncbi.nlm.nih.gov/gene/?term=151887
CCDC81	CCDC81	coiled-coil domain containing 81	60494	-6.3347363	https://www.ncbi.nlm.nih.gov/gene/?term=60494
CCDC84	CCDC84	coiled-coil domain containing 84	338657	-4.9479146	https://www.ncbi.nlm.nih.gov/gene/?term=338657
CCDC85A	CCDC85A	coiled-coil domain containing 85A	114800	0.036669884	https://www.ncbi.nlm.nih.gov/gene/?term=114800
CCDC89	CCDC89	coiled-coil domain containing 89	220388	-4.0219	https://www.ncbi.nlm.nih.gov/gene/?term=220388
CCDC93	CCDC93	coiled-coil domain containing 93	54520	-6.163188	https://www.ncbi.nlm.nih.gov/gene/?term=54520
CCDC96	CCDC96	coiled-coil domain containing 96	257236	-1.3212973	https://www.ncbi.nlm.nih.gov/gene/?term=257236
CCKBR	CCKBR	cholecystokinin B receptor	887	-0.32914636	https://www.ncbi.nlm.nih.gov/gene/?term=887
CCL2	CCL2	C-C motif chemokine ligand 2	6347	-11.829383	https://www.ncbi.nlm.nih.gov/gene/?term=6347
CCL20	CCL20	C-C motif chemokine ligand 20	6364	-4.6697016	https://www.ncbi.nlm.nih.gov/gene/?term=6364
CCL21	CCL21	C-C motif chemokine ligand 21	6366	0.0052100844	https://www.ncbi.nlm.nih.gov/gene/?term=6366
CCL3	CCL3	C-C motif chemokine ligand 3	6348	-0.91185015	https://www.ncbi.nlm.nih.gov/gene/?term=6348
CCL4	CCL4	C-C motif chemokine ligand 4	6351	-1.0681812	https://www.ncbi.nlm.nih.gov/gene/?term=6351
CCL5	CCL5	C-C motif chemokine ligand 5	6352	-0.73447955	https://www.ncbi.nlm.nih.gov/gene/?term=6352
CCL7	CCL7	C-C motif chemokine ligand 7	6354	-1.0597824	https://www.ncbi.nlm.nih.gov/gene/?term=6354
CCL8	CCL8	C-C motif chemokine ligand 8	6355	-1.4612151	https://www.ncbi.nlm.nih.gov/gene/?term=6355
CCM2	CCM2	CCM2 scaffold protein	83605	-2.8211894	https://www.ncbi.nlm.nih.gov/gene/?term=83605
CCNA1	CCNA1	cyclin A1	8900	-11.198251	https://www.ncbi.nlm.nih.gov/gene/?term=8900
CCNB1	CCNB1	cyclin B1	891	-5.1874504	https://www.ncbi.nlm.nih.gov/gene/?term=891
CCNB1IP1	CCNB1IP1	cyclin B1 interacting protein 1	57820	-3.4517949	https://www.ncbi.nlm.nih.gov/gene/?term=57820
CCNB2	CCNB2	cyclin B2	9133	-1.3713626	https://www.ncbi.nlm.nih.gov/gene/?term=9133
CCNB3	CCNB3	cyclin B3	85417	-3.1317447e-4	https://www.ncbi.nlm.nih.gov/gene/?term=85417
CCND1	CCND1	cyclin D1	595	-13.039275	https://www.ncbi.nlm.nih.gov/gene/?term=595
CCND2	CCND2	cyclin D2	894	-10.155679	https://www.ncbi.nlm.nih.gov/gene/?term=894
CCND3	CCND3	cyclin D3	896	-4.2494926	https://www.ncbi.nlm.nih.gov/gene/?term=896
CCNE1	CCNE1	cyclin E1	898	-4.2347593	https://www.ncbi.nlm.nih.gov/gene/?term=898
CCNG2	CCNG2	cyclin G2	901	-0.9010741	https://www.ncbi.nlm.nih.gov/gene/?term=901
CCNL1	CCNL1	cyclin L1	57018	-11.51272	https://www.ncbi.nlm.nih.gov/gene/?term=57018
CCNT1	CCNT1	cyclin T1	904	-5.555217	https://www.ncbi.nlm.nih.gov/gene/?term=904
CCNT2	CCNT2	cyclin T2	905	-2.1887763	https://www.ncbi.nlm.nih.gov/gene/?term=905
