userId	geneSymbol	geneName	entrezgene	score	gLink
B3GNT8	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8	374907	0.091787964	https://www.ncbi.nlm.nih.gov/gene/?term=374907
B3GNT9	B3GNT9	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9	84752	-0.15821533	https://www.ncbi.nlm.nih.gov/gene/?term=84752
B3GNTL1	B3GNTL1	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase like 1	146712	1.3606079	https://www.ncbi.nlm.nih.gov/gene/?term=146712
B4GALT5	B4GALT5	beta-1,4-galactosyltransferase 5	9334	2.8867009	https://www.ncbi.nlm.nih.gov/gene/?term=9334
B4GALT6	B4GALT6	beta-1,4-galactosyltransferase 6	9331	-1.0045877	https://www.ncbi.nlm.nih.gov/gene/?term=9331
B4GALT7	B4GALT7	beta-1,4-galactosyltransferase 7	11285	0.7554915	https://www.ncbi.nlm.nih.gov/gene/?term=11285
BAG2	BAG2	BCL2 associated athanogene 2	9532	-0.37425333	https://www.ncbi.nlm.nih.gov/gene/?term=9532
BAG3	BAG3	BCL2 associated athanogene 3	9531	18.021723	https://www.ncbi.nlm.nih.gov/gene/?term=9531
BANP	BANP	BTG3 associated nuclear protein	54971	-2.1110582	https://www.ncbi.nlm.nih.gov/gene/?term=54971
BAP1	BAP1	BRCA1 associated protein 1	8314	0.06800836	https://www.ncbi.nlm.nih.gov/gene/?term=8314
BARD1	BARD1	BRCA1 associated RING domain 1	580	1.0398489	https://www.ncbi.nlm.nih.gov/gene/?term=580
BASP1	BASP1	brain abundant membrane attached signal protein 1	10409	-0.48251206	https://www.ncbi.nlm.nih.gov/gene/?term=10409
BATF	BATF	basic leucine zipper ATF-like transcription factor	10538	0.304029	https://www.ncbi.nlm.nih.gov/gene/?term=10538
BAZ2B	BAZ2B	bromodomain adjacent to zinc finger domain 2B	29994	2.129123	https://www.ncbi.nlm.nih.gov/gene/?term=29994
BBOX1	BBOX1	gamma-butyrobetaine hydroxylase 1	8424	-5.655994	https://www.ncbi.nlm.nih.gov/gene/?term=8424
BBS10	BBS10	Bardet-Biedl syndrome 10	79738	-0.24590828	https://www.ncbi.nlm.nih.gov/gene/?term=79738
BBS12	BBS12	Bardet-Biedl syndrome 12	166379	-2.5193417	https://www.ncbi.nlm.nih.gov/gene/?term=166379
BBS2	BBS2	Bardet-Biedl syndrome 2	583	0.9733956	https://www.ncbi.nlm.nih.gov/gene/?term=583
BBS4	BBS4	Bardet-Biedl syndrome 4	585	-4.172717	https://www.ncbi.nlm.nih.gov/gene/?term=585
BBS7	BBS7	Bardet-Biedl syndrome 7	55212	-0.8472665	https://www.ncbi.nlm.nih.gov/gene/?term=55212
BCAR1	BCAR1	BCAR1, Cas family scaffold protein	9564	-1.6857728	https://www.ncbi.nlm.nih.gov/gene/?term=9564
BCAR3	BCAR3	BCAR3, NSP family adaptor protein	8412	-0.99384475	https://www.ncbi.nlm.nih.gov/gene/?term=8412
BCAS1	BCAS1	breast carcinoma amplified sequence 1	8537	-0.92075646	https://www.ncbi.nlm.nih.gov/gene/?term=8537
BCAS4	BCAS4	breast carcinoma amplified sequence 4	55653	0.3308669	https://www.ncbi.nlm.nih.gov/gene/?term=55653
BCAT1	BCAT1	branched chain amino acid transaminase 1	586	15.761456	https://www.ncbi.nlm.nih.gov/gene/?term=586
BCHE	BCHE	butyrylcholinesterase	590	5.9699106	https://www.ncbi.nlm.nih.gov/gene/?term=590
BCL2A1	BCL2A1	BCL2 related protein A1	597	-0.92766356	https://www.ncbi.nlm.nih.gov/gene/?term=597
BCL2L11	BCL2L11	BCL2 like 11	10018	3.261006	https://www.ncbi.nlm.nih.gov/gene/?term=10018
BCL6	BCL6	BCL6, transcription repressor	604	9.764578	https://www.ncbi.nlm.nih.gov/gene/?term=604
BCL9	BCL9	BCL9, transcription coactivator	607	-0.4249097	https://www.ncbi.nlm.nih.gov/gene/?term=607
BCL9L	BCL9L	BCL9 like	283149	-0.916506	https://www.ncbi.nlm.nih.gov/gene/?term=283149
BCO2	BCO2	beta-carotene oxygenase 2	83875	-6.8332334	https://www.ncbi.nlm.nih.gov/gene/?term=83875
BCR	BCR	BCR, RhoGEF and GTPase activating protein	613	0.65745735	https://www.ncbi.nlm.nih.gov/gene/?term=613
BDKRB1	BDKRB1	bradykinin receptor B1	623	0.7756685	https://www.ncbi.nlm.nih.gov/gene/?term=623
BDKRB2	BDKRB2	bradykinin receptor B2	624	-0.0021252614	https://www.ncbi.nlm.nih.gov/gene/?term=624
BDP1	BDP1	B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB	55814	-0.26332507	https://www.ncbi.nlm.nih.gov/gene/?term=55814
BEND3	BEND3	BEN domain containing 3	57673	0.998497	https://www.ncbi.nlm.nih.gov/gene/?term=57673
BEST4	BEST4	bestrophin 4	266675	-4.4692173	https://www.ncbi.nlm.nih.gov/gene/?term=266675
BGN	BGN	biglycan	633	1.4928924	https://www.ncbi.nlm.nih.gov/gene/?term=633
BHLHB9	BHLHB9	basic helix-loop-helix family member b9	80823	0.7038632	https://www.ncbi.nlm.nih.gov/gene/?term=80823
BHLHE40	BHLHE40	basic helix-loop-helix family member e40	8553	-0.3321887	https://www.ncbi.nlm.nih.gov/gene/?term=8553
BICD2	BICD2	BICD cargo adaptor 2	23299	0.7132066	https://www.ncbi.nlm.nih.gov/gene/?term=23299
BIN2	BIN2	bridging integrator 2	51411	-1.0248684	https://www.ncbi.nlm.nih.gov/gene/?term=51411
BIRC3	BIRC3	baculoviral IAP repeat containing 3	330	21.995522	https://www.ncbi.nlm.nih.gov/gene/?term=330
BIRC5	BIRC5	baculoviral IAP repeat containing 5	332	2.1416674	https://www.ncbi.nlm.nih.gov/gene/?term=332
BIRC6	BIRC6	baculoviral IAP repeat containing 6	57448	0.87752557	https://www.ncbi.nlm.nih.gov/gene/?term=57448
BLCAP	BLCAP	BLCAP, apoptosis inducing factor	10904	-11.606881	https://www.ncbi.nlm.nih.gov/gene/?term=10904
BLM	BLM	BLM RecQ like helicase	641	0.390439	https://www.ncbi.nlm.nih.gov/gene/?term=641
BLMH	BLMH	bleomycin hydrolase	642	0.5111253	https://www.ncbi.nlm.nih.gov/gene/?term=642
BLOC1S3	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	388552	-1.9651669	https://www.ncbi.nlm.nih.gov/gene/?term=388552
BMP1	BMP1	bone morphogenetic protein 1	649	0.8056036	https://www.ncbi.nlm.nih.gov/gene/?term=649
BMP2K	BMP2K	BMP2 inducible kinase	55589	0.42684057	https://www.ncbi.nlm.nih.gov/gene/?term=55589
BMP3	BMP3	bone morphogenetic protein 3	651	-2.9918237	https://www.ncbi.nlm.nih.gov/gene/?term=651
BMP4	BMP4	bone morphogenetic protein 4	652	-0.09141215	https://www.ncbi.nlm.nih.gov/gene/?term=652
BMP7	BMP7	bone morphogenetic protein 7	655	4.9963336	https://www.ncbi.nlm.nih.gov/gene/?term=655
BMPR1B	BMPR1B	bone morphogenetic protein receptor type 1B	658	-7.668202	https://www.ncbi.nlm.nih.gov/gene/?term=658
BMPR2	BMPR2	bone morphogenetic protein receptor type 2	659	2.6858637	https://www.ncbi.nlm.nih.gov/gene/?term=659
BMX	BMX	BMX non-receptor tyrosine kinase	660	-0.262392	https://www.ncbi.nlm.nih.gov/gene/?term=660
BNC1	BNC1	basonuclin 1	646	-0.51923764	https://www.ncbi.nlm.nih.gov/gene/?term=646
BNC2	BNC2	basonuclin 2	54796	7.7458	https://www.ncbi.nlm.nih.gov/gene/?term=54796
BNIPL	BNIPL	BCL2 interacting protein like	149428	-1.2197704	https://www.ncbi.nlm.nih.gov/gene/?term=149428
BOC	BOC	BOC cell adhesion associated, oncogene regulated	91653	-1.147019	https://www.ncbi.nlm.nih.gov/gene/?term=91653
BOD1	BOD1	biorientation of chromosomes in cell division 1	91272	1.3569664	https://www.ncbi.nlm.nih.gov/gene/?term=91272
BORA	BORA	bora, aurora kinase A activator	79866	0.6129435	https://www.ncbi.nlm.nih.gov/gene/?term=79866
BPIFB1	BPIFB1	BPI fold containing family B member 1	92747	-0.33751482	https://www.ncbi.nlm.nih.gov/gene/?term=92747
BRAP	BRAP	BRCA1 associated protein	8315	-0.44498307	https://www.ncbi.nlm.nih.gov/gene/?term=8315
BRAT1	BRAT1	BRCA1 associated ATM activator 1	221927	1.8428088	https://www.ncbi.nlm.nih.gov/gene/?term=221927
BRCA2	BRCA2	BRCA2, DNA repair associated	675	0.6182307	https://www.ncbi.nlm.nih.gov/gene/?term=675
BRD1	BRD1	bromodomain containing 1	23774	1.1613516	https://www.ncbi.nlm.nih.gov/gene/?term=23774
BRD4	BRD4	bromodomain containing 4	23476	3.6290522	https://www.ncbi.nlm.nih.gov/gene/?term=23476
BRD8	BRD8	bromodomain containing 8	10902	-2.6115184	https://www.ncbi.nlm.nih.gov/gene/?term=10902
BRD9	BRD9	bromodomain containing 9	65980	-0.23211999	https://www.ncbi.nlm.nih.gov/gene/?term=65980
BRPF3	BRPF3	bromodomain and PHD finger containing 3	27154	1.7425457	https://www.ncbi.nlm.nih.gov/gene/?term=27154
BRWD1	BRWD1	bromodomain and WD repeat domain containing 1	54014	4.4940596	https://www.ncbi.nlm.nih.gov/gene/?term=54014
BRWD3	BRWD3	bromodomain and WD repeat domain containing 3	254065	1.7562433	https://www.ncbi.nlm.nih.gov/gene/?term=254065
BST1	BST1	bone marrow stromal cell antigen 1	683	-0.96870446	https://www.ncbi.nlm.nih.gov/gene/?term=683
BTAF1	BTAF1	B-TFIID TATA-box binding protein associated factor 1	9044	4.8352804	https://www.ncbi.nlm.nih.gov/gene/?term=9044
BTBD3	BTBD3	BTB domain containing 3	22903	-1.1087903	https://www.ncbi.nlm.nih.gov/gene/?term=22903
BTBD7	BTBD7	BTB domain containing 7	55727	-0.10762375	https://www.ncbi.nlm.nih.gov/gene/?term=55727
BTG1	BTG1	BTG anti-proliferation factor 1	694	-8.203146	https://www.ncbi.nlm.nih.gov/gene/?term=694
BTK	BTK	Bruton tyrosine kinase	695	-0.33767033	https://www.ncbi.nlm.nih.gov/gene/?term=695
BTLA	BTLA	B and T lymphocyte associated	151888	-0.0680602	https://www.ncbi.nlm.nih.gov/gene/?term=151888
BTN2A2	BTN2A2	butyrophilin subfamily 2 member A2	10385	-1.6842695	https://www.ncbi.nlm.nih.gov/gene/?term=10385
BTN2A3P	BTN2A3P	butyrophilin subfamily 2 member A3, pseudogene	54718	-0.26629263	https://www.ncbi.nlm.nih.gov/gene/?term=54718
BTN3A1	BTN3A1	butyrophilin subfamily 3 member A1	11119	0.31741554	https://www.ncbi.nlm.nih.gov/gene/?term=11119
BTN3A3	BTN3A3	butyrophilin subfamily 3 member A3	10384	0.38285804	https://www.ncbi.nlm.nih.gov/gene/?term=10384
BTNL8	BTNL8	butyrophilin like 8	79908	-0.2799643	https://www.ncbi.nlm.nih.gov/gene/?term=79908
BTNL9	BTNL9	butyrophilin like 9	153579	-0.79606587	https://www.ncbi.nlm.nih.gov/gene/?term=153579
BTRC	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	8945	0.5752201	https://www.ncbi.nlm.nih.gov/gene/?term=8945
BUB1	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699	-0.13643141	https://www.ncbi.nlm.nih.gov/gene/?term=699
BUD13	BUD13	BUD13 homolog	84811	-1.2193557	https://www.ncbi.nlm.nih.gov/gene/?term=84811
C10orf88	C10orf88	chromosome 10 open reading frame 88	80007	0.028613273	https://www.ncbi.nlm.nih.gov/gene/?term=80007
C11orf16	C11orf16	chromosome 11 open reading frame 16	56673	-7.478587	https://www.ncbi.nlm.nih.gov/gene/?term=56673
C11orf45	C11orf45	chromosome 11 open reading frame 45	219833	0.20050026	https://www.ncbi.nlm.nih.gov/gene/?term=219833
C11orf68	C11orf68	chromosome 11 open reading frame 68	83638	-0.9058278	https://www.ncbi.nlm.nih.gov/gene/?term=83638
C11orf80	C11orf80	chromosome 11 open reading frame 80	79703	-1.7102652	https://www.ncbi.nlm.nih.gov/gene/?term=79703
C11orf88	C11orf88	chromosome 11 open reading frame 88	399949	-13.722786	https://www.ncbi.nlm.nih.gov/gene/?term=399949
C11orf95	C11orf95	chromosome 11 open reading frame 95	65998	0.84612614	https://www.ncbi.nlm.nih.gov/gene/?term=65998
C12orf10	C12orf10	chromosome 12 open reading frame 10	60314	0.7962214	https://www.ncbi.nlm.nih.gov/gene/?term=60314
C12orf4	C12orf4	chromosome 12 open reading frame 4	57102	-0.18540312	https://www.ncbi.nlm.nih.gov/gene/?term=57102
C12orf66	C12orf66	chromosome 12 open reading frame 66	144577	2.3358176	https://www.ncbi.nlm.nih.gov/gene/?term=144577
C12orf76	C12orf76	chromosome 12 open reading frame 76	400073	-4.481191	https://www.ncbi.nlm.nih.gov/gene/?term=400073
C14orf132	C14orf132	chromosome 14 open reading frame 132	56967	-6.9390297	https://www.ncbi.nlm.nih.gov/gene/?term=56967
C14orf93	C14orf93	chromosome 14 open reading frame 93	60686	0.5873756	https://www.ncbi.nlm.nih.gov/gene/?term=60686
C15orf39	C15orf39	chromosome 15 open reading frame 39	56905	-1.2584528	https://www.ncbi.nlm.nih.gov/gene/?term=56905
C15orf41	C15orf41	chromosome 15 open reading frame 41	84529	2.1028683	https://www.ncbi.nlm.nih.gov/gene/?term=84529
C15orf62	C15orf62	chromosome 15 open reading frame 62	643338	-0.61991537	https://www.ncbi.nlm.nih.gov/gene/?term=643338
C16orf45	C16orf45	chromosome 16 open reading frame 45	89927	-1.1865178	https://www.ncbi.nlm.nih.gov/gene/?term=89927
C16orf54	C16orf54	chromosome 16 open reading frame 54	283897	-1.0879524	https://www.ncbi.nlm.nih.gov/gene/?term=283897
C16orf70	C16orf70	chromosome 16 open reading frame 70	80262	0.15120457	https://www.ncbi.nlm.nih.gov/gene/?term=80262
C16orf89	C16orf89	chromosome 16 open reading frame 89	146556	-0.41473696	https://www.ncbi.nlm.nih.gov/gene/?term=146556
C17orf47	C17orf47	chromosome 17 open reading frame 47	284083	-0.24389964	https://www.ncbi.nlm.nih.gov/gene/?term=284083
C17orf51	C17orf51	chromosome 17 open reading frame 51	339263	0.7651718	https://www.ncbi.nlm.nih.gov/gene/?term=339263
C17orf80	C17orf80	chromosome 17 open reading frame 80	55028	0.8380786	https://www.ncbi.nlm.nih.gov/gene/?term=55028
C19orf12	C19orf12	chromosome 19 open reading frame 12	83636	1.8270378	https://www.ncbi.nlm.nih.gov/gene/?term=83636
C19orf44	C19orf44	chromosome 19 open reading frame 44	84167	-0.2732775	https://www.ncbi.nlm.nih.gov/gene/?term=84167
C19orf47	C19orf47	chromosome 19 open reading frame 47	126526	-0.28031418	https://www.ncbi.nlm.nih.gov/gene/?term=126526
C19orf48	C19orf48	chromosome 19 open reading frame 48	84798	12.19405	https://www.ncbi.nlm.nih.gov/gene/?term=84798
C19orf54	C19orf54	chromosome 19 open reading frame 54	284325	0.76556057	https://www.ncbi.nlm.nih.gov/gene/?term=284325
C1GALT1	C1GALT1	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1	56913	-1.5325078	https://www.ncbi.nlm.nih.gov/gene/?term=56913
C1orf112	C1orf112	chromosome 1 open reading frame 112	55732	-0.37499198	https://www.ncbi.nlm.nih.gov/gene/?term=55732
C1orf116	C1orf116	chromosome 1 open reading frame 116	79098	-2.6256566	https://www.ncbi.nlm.nih.gov/gene/?term=79098
C1orf159	C1orf159	chromosome 1 open reading frame 159	54991	0.27610254	https://www.ncbi.nlm.nih.gov/gene/?term=54991
C1orf162	C1orf162	chromosome 1 open reading frame 162	128346	-5.22581	https://www.ncbi.nlm.nih.gov/gene/?term=128346
C1orf194	C1orf194	chromosome 1 open reading frame 194	127003	-15.218374	https://www.ncbi.nlm.nih.gov/gene/?term=127003
C1orf216	C1orf216	chromosome 1 open reading frame 216	127703	0.16722177	https://www.ncbi.nlm.nih.gov/gene/?term=127703
C1orf226	C1orf226	chromosome 1 open reading frame 226	400793	-0.004613372	https://www.ncbi.nlm.nih.gov/gene/?term=400793
C1orf54	C1orf54	chromosome 1 open reading frame 54	79630	-0.99415576	https://www.ncbi.nlm.nih.gov/gene/?term=79630
C1orf74	C1orf74	chromosome 1 open reading frame 74	148304	0.7299495	https://www.ncbi.nlm.nih.gov/gene/?term=148304
C1orf87	C1orf87	chromosome 1 open reading frame 87	127795	-10.102416	https://www.ncbi.nlm.nih.gov/gene/?term=127795
C1QA	C1QA	complement C1q A chain	712	-1.5348792	https://www.ncbi.nlm.nih.gov/gene/?term=712
C1QB	C1QB	complement C1q B chain	713	-1.5009269	https://www.ncbi.nlm.nih.gov/gene/?term=713
C1QC	C1QC	complement C1q C chain	714	-1.4347847	https://www.ncbi.nlm.nih.gov/gene/?term=714
C1QTNF3	C1QTNF3	C1q and TNF related 3	114899	-0.9000222	https://www.ncbi.nlm.nih.gov/gene/?term=114899
C1QTNF6	C1QTNF6	C1q and TNF related 6	114904	0.5745462	https://www.ncbi.nlm.nih.gov/gene/?term=114904
C1QTNF7	C1QTNF7	C1q and TNF related 7	114905	-0.54997617	https://www.ncbi.nlm.nih.gov/gene/?term=114905
C1R	C1R	complement C1r	715	9.092296	https://www.ncbi.nlm.nih.gov/gene/?term=715
C1S	C1S	complement C1s	716	9.342662	https://www.ncbi.nlm.nih.gov/gene/?term=716
C20orf194	C20orf194	chromosome 20 open reading frame 194	25943	-1.3277959	https://www.ncbi.nlm.nih.gov/gene/?term=25943
C20orf85	C20orf85	chromosome 20 open reading frame 85	128602	-15.883477	https://www.ncbi.nlm.nih.gov/gene/?term=128602
C21orf62	C21orf62	chromosome 21 open reading frame 62	56245	-0.1491441	https://www.ncbi.nlm.nih.gov/gene/?term=56245
C22orf23	C22orf23	chromosome 22 open reading frame 23	84645	-5.193698	https://www.ncbi.nlm.nih.gov/gene/?term=84645
C22orf46	C22orf46	chromosome 22 open reading frame 46	79640	-0.1972735	https://www.ncbi.nlm.nih.gov/gene/?term=79640
C2CD2	C2CD2	C2 calcium dependent domain containing 2	25966	1.3062322	https://www.ncbi.nlm.nih.gov/gene/?term=25966
C2CD3	C2CD3	C2 calcium dependent domain containing 3	26005	-1.2445219	https://www.ncbi.nlm.nih.gov/gene/?term=26005
C2orf40	C2orf40	chromosome 2 open reading frame 40	84417	-3.6749656	https://www.ncbi.nlm.nih.gov/gene/?term=84417
C2orf42	C2orf42	chromosome 2 open reading frame 42	54980	-0.3343917	https://www.ncbi.nlm.nih.gov/gene/?term=54980
C2orf88	C2orf88	chromosome 2 open reading frame 88	84281	-2.365701	https://www.ncbi.nlm.nih.gov/gene/?term=84281
C3	C3	complement C3	718	20.300676	https://www.ncbi.nlm.nih.gov/gene/?term=718
C3AR1	C3AR1	complement C3a receptor 1	719	-1.5059808	https://www.ncbi.nlm.nih.gov/gene/?term=719
C3orf18	C3orf18	chromosome 3 open reading frame 18	51161	1.219887	https://www.ncbi.nlm.nih.gov/gene/?term=51161
C3orf52	C3orf52	chromosome 3 open reading frame 52	79669	-1.3002841	https://www.ncbi.nlm.nih.gov/gene/?term=79669
C3orf62	C3orf62	chromosome 3 open reading frame 62	375341	0.39260313	https://www.ncbi.nlm.nih.gov/gene/?term=375341
C3orf67	C3orf67	chromosome 3 open reading frame 67	200844	-1.407234	https://www.ncbi.nlm.nih.gov/gene/?term=200844
C4BPA	C4BPA	complement component 4 binding protein alpha	722	-1.6913711	https://www.ncbi.nlm.nih.gov/gene/?term=722
C4orf19	C4orf19	chromosome 4 open reading frame 19	55286	-1.238833	https://www.ncbi.nlm.nih.gov/gene/?term=55286
C4orf33	C4orf33	chromosome 4 open reading frame 33	132321	-2.138842	https://www.ncbi.nlm.nih.gov/gene/?term=132321
C5	C5	complement C5	727	-0.24382189	https://www.ncbi.nlm.nih.gov/gene/?term=727
C5AR1	C5AR1	complement C5a receptor 1	728	-0.4396699	https://www.ncbi.nlm.nih.gov/gene/?term=728
C5orf30	C5orf30	chromosome 5 open reading frame 30	90355	0.20907906	https://www.ncbi.nlm.nih.gov/gene/?term=90355
C5orf34	C5orf34	chromosome 5 open reading frame 34	375444	-0.4050437	https://www.ncbi.nlm.nih.gov/gene/?term=375444
C5orf49	C5orf49	chromosome 5 open reading frame 49	134121	-8.882348	https://www.ncbi.nlm.nih.gov/gene/?term=134121
C5orf63	C5orf63	chromosome 5 open reading frame 63	401207	0.49451202	https://www.ncbi.nlm.nih.gov/gene/?term=401207
C6	C6	complement C6	729	-11.844042	https://www.ncbi.nlm.nih.gov/gene/?term=729
C6orf106	C6orf106	chromosome 6 open reading frame 106	64771	-0.654088	https://www.ncbi.nlm.nih.gov/gene/?term=64771
C6orf118	C6orf118	chromosome 6 open reading frame 118	168090	-9.763451	https://www.ncbi.nlm.nih.gov/gene/?term=168090
C6orf120	C6orf120	chromosome 6 open reading frame 120	387263	0.22390404	https://www.ncbi.nlm.nih.gov/gene/?term=387263
C6orf15	C6orf15	chromosome 6 open reading frame 15	29113	-0.40215385	https://www.ncbi.nlm.nih.gov/gene/?term=29113
C6orf47	C6orf47	chromosome 6 open reading frame 47	57827	-1.2310187	https://www.ncbi.nlm.nih.gov/gene/?term=57827
C6orf89	C6orf89	chromosome 6 open reading frame 89	221477	-1.5253026	https://www.ncbi.nlm.nih.gov/gene/?term=221477
C6orf99	C6orf99	chromosome 6 open reading frame 99	100130967	0.3187244	https://www.ncbi.nlm.nih.gov/gene/?term=100130967
C7	C7	complement C7	730	0.07831069	https://www.ncbi.nlm.nih.gov/gene/?term=730
C7orf25	C7orf25	chromosome 7 open reading frame 25	79020	1.252971	https://www.ncbi.nlm.nih.gov/gene/?term=79020
C7orf31	C7orf31	chromosome 7 open reading frame 31	136895	-0.0051058107	https://www.ncbi.nlm.nih.gov/gene/?term=136895
C8orf31	C8orf31	chromosome 8 open reading frame 31 (putative)	286122	0.26574838	https://www.ncbi.nlm.nih.gov/gene/?term=286122
C8orf37	C8orf37	chromosome 8 open reading frame 37	157657	-0.7123772	https://www.ncbi.nlm.nih.gov/gene/?term=157657
C8orf44	C8orf44	chromosome 8 open reading frame 44	56260	0.8624803	https://www.ncbi.nlm.nih.gov/gene/?term=56260
C8orf48	C8orf48	chromosome 8 open reading frame 48	157773	-0.66584176	https://www.ncbi.nlm.nih.gov/gene/?term=157773
C9orf152	C9orf152	chromosome 9 open reading frame 152	401546	-0.95198745	https://www.ncbi.nlm.nih.gov/gene/?term=401546
C9orf24	C9orf24	chromosome 9 open reading frame 24	84688	-14.470982	https://www.ncbi.nlm.nih.gov/gene/?term=84688
C9orf43	C9orf43	chromosome 9 open reading frame 43	257169	-0.16193454	https://www.ncbi.nlm.nih.gov/gene/?term=257169
C9orf50	C9orf50	chromosome 9 open reading frame 50	375759	0.56009704	https://www.ncbi.nlm.nih.gov/gene/?term=375759
C9orf64	C9orf64	chromosome 9 open reading frame 64	84267	-0.5734318	https://www.ncbi.nlm.nih.gov/gene/?term=84267
C9orf72	C9orf72	chromosome 9 open reading frame 72	203228	-3.5302403	https://www.ncbi.nlm.nih.gov/gene/?term=203228
CA12	CA12	carbonic anhydrase 12	771	2.972722	https://www.ncbi.nlm.nih.gov/gene/?term=771
CA14	CA14	carbonic anhydrase 14	23632	0.37344986	https://www.ncbi.nlm.nih.gov/gene/?term=23632
CA2	CA2	carbonic anhydrase 2	760	6.8839025	https://www.ncbi.nlm.nih.gov/gene/?term=760
CA3	CA3	carbonic anhydrase 3	761	-0.463929	https://www.ncbi.nlm.nih.gov/gene/?term=761
CA4	CA4	carbonic anhydrase 4	762	-0.044656403	https://www.ncbi.nlm.nih.gov/gene/?term=762
CA5B	CA5B	carbonic anhydrase 5B	11238	-2.0990064	https://www.ncbi.nlm.nih.gov/gene/?term=11238
CA9	CA9	carbonic anhydrase 9	768	0.6606971	https://www.ncbi.nlm.nih.gov/gene/?term=768
CAB39	CAB39	calcium binding protein 39	51719	-0.71655	https://www.ncbi.nlm.nih.gov/gene/?term=51719
CAB39L	CAB39L	calcium binding protein 39 like	81617	-0.17209433	https://www.ncbi.nlm.nih.gov/gene/?term=81617
CABIN1	CABIN1	calcineurin binding protein 1	23523	-1.9940653	https://www.ncbi.nlm.nih.gov/gene/?term=23523
CABLES1	CABLES1	Cdk5 and Abl enzyme substrate 1	91768	1.9088475	https://www.ncbi.nlm.nih.gov/gene/?term=91768
CABLES2	CABLES2	Cdk5 and Abl enzyme substrate 2	81928	0.7383469	https://www.ncbi.nlm.nih.gov/gene/?term=81928
CABYR	CABYR	calcium binding tyrosine phosphorylation regulated	26256	-0.51212317	https://www.ncbi.nlm.nih.gov/gene/?term=26256
CACFD1	CACFD1	calcium channel flower domain containing 1	11094	-0.9604108	https://www.ncbi.nlm.nih.gov/gene/?term=11094
CACHD1	CACHD1	cache domain containing 1	57685	1.7855304	https://www.ncbi.nlm.nih.gov/gene/?term=57685
CACNA1B	CACNA1B	calcium voltage-gated channel subunit alpha1 B	774	-0.28334656	https://www.ncbi.nlm.nih.gov/gene/?term=774
CACNA1E	CACNA1E	calcium voltage-gated channel subunit alpha1 E	777	0.12023277	https://www.ncbi.nlm.nih.gov/gene/?term=777
CACNA2D4	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4	93589	0.044760074	https://www.ncbi.nlm.nih.gov/gene/?term=93589
CACNB2	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	783	2.448586	https://www.ncbi.nlm.nih.gov/gene/?term=783
CACNB3	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784	-3.4293034	https://www.ncbi.nlm.nih.gov/gene/?term=784
CAD	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790	2.2548892	https://www.ncbi.nlm.nih.gov/gene/?term=790
CADM2	CADM2	cell adhesion molecule 2	253559	-2.9688344	https://www.ncbi.nlm.nih.gov/gene/?term=253559
CADPS2	CADPS2	calcium dependent secretion activator 2	93664	0.14972726	https://www.ncbi.nlm.nih.gov/gene/?term=93664
CALB1	CALB1	calbindin 1	793	-0.34175238	https://www.ncbi.nlm.nih.gov/gene/?term=793
CALCOCO1	CALCOCO1	calcium binding and coiled-coil domain 1	57658	-1.614732	https://www.ncbi.nlm.nih.gov/gene/?term=57658
CALCRL	CALCRL	calcitonin receptor like receptor	10203	-1.0862677	https://www.ncbi.nlm.nih.gov/gene/?term=10203
CALHM2	CALHM2	calcium homeostasis modulator family member 2	51063	-1.2176969	https://www.ncbi.nlm.nih.gov/gene/?term=51063
CAMK2B	CAMK2B	calcium/calmodulin dependent protein kinase II beta	816	0.900411	https://www.ncbi.nlm.nih.gov/gene/?term=816
CAMK2G	CAMK2G	calcium/calmodulin dependent protein kinase II gamma	818	0.5959414	https://www.ncbi.nlm.nih.gov/gene/?term=818
CAMKK1	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1	84254	-0.37414965	https://www.ncbi.nlm.nih.gov/gene/?term=84254
CAMKK2	CAMKK2	calcium/calmodulin dependent protein kinase kinase 2	10645	0.3806032	https://www.ncbi.nlm.nih.gov/gene/?term=10645
CAMSAP1	CAMSAP1	calmodulin regulated spectrin associated protein 1	157922	-2.0733478	https://www.ncbi.nlm.nih.gov/gene/?term=157922
CAMSAP3	CAMSAP3	calmodulin regulated spectrin associated protein family member 3	57662	0.07293275	https://www.ncbi.nlm.nih.gov/gene/?term=57662
CAPN10	CAPN10	calpain 10	11132	-0.98425514	https://www.ncbi.nlm.nih.gov/gene/?term=11132
CAPN13	CAPN13	calpain 13	92291	0.1897962	https://www.ncbi.nlm.nih.gov/gene/?term=92291
